text,artist
"16th of June, nine-oh-five, door bell rings  
Man at the door says if I want to stay alive a bit longer  
There's a few things I need you to know  
Three  
  
Coming from a long line of  
Traveling sales people on my mother's side  
I wasn't gonna buy just anyone's cockatoo  
So why would I invite a complete stranger into my home  
Would you  
  
These days are better than that  
These days are better than that  
  
Every day I die again, and again I'm reborn  
Every day I have to find the courage  
To walk out into the street  
With arms out  
Got a love you can't defeat  
Neither down nor out  
There's nothing you have that I need  
I can breathe  
Breathe now  
  
16th of June, Chinese stocks are going up  
And I'm coming down with some new Asian virus  
Ju Ju man, Ju Ju man  
Doc says you're fine, or dying  
Please  
Nine-oh-nine, St. John Divine on the line, my pulse is fine  
But I'm running down the road like loose electricity  
While the band in my head plays a striptease  
  
The roar that lies on the other side of silence  
The forest fire that is fear so deny it  
  
Walk out into the street  
Sing your heart out  
The people we meet  
Will not be drowned out  
There's nothing you have that I need  
I can breathe  
Breathe now  
Yeah, yeah  
  
We are people borne of sound  
The songs are in our eyes  
Gonna wear them like a crown  
  
Walk out, into the sunburst street  
Sing your heart out, sing my heart out  
I've found grace inside a sound  
I found grace, it's all that I found  
And I can breathe  
Breathe now

",U2
"In the howling wind comes a stinging rain  
See it driving nails  
Into the souls on the tree of pain  
From the firefly, a red orange glow  
See the face of fear  
Running scared in the valley below  
  
Bullet the blue sky  
Bullet the blue sky  
Bullet the blue  
Bullet the blue  
  
In the locust wind comes a rattle and hum  
Jacob wrestled the angel  
And the angel was overcome  
You plant a demon seed  
You raise a flower of fire  
See them burning crosses  
See the flames higher and higher  
  
Bullet the blue sky  
Bullet the blue sky  
Bullet the blue  
Bullet the blue  
  
This guy comes up to me  
His face red like a rose in a thorn bush  
Like all the colors of a royal flush  
And he's peeling off those dollar bills  
Slapping them down  
One hundred, two hundred  
And I can see those fighter planes  
And I can see those fighter planes  
  
Across the mud huts where the children sleep  
Through the alleys of a quiet city street  
You take the staircase to the first floor  
Turn the key and slowly unlock the door  
As a man breathes into a saxophone  
And through the walls you hear the city groan  
Outside is America  
Outside is America, America  
  
Across the field you see the sky ripped open  
See the rain through a gaping wound  
Pounding on the women and children  
Who run  
Into the arms  
Of America

",U2
"She is benediction  
She is addicted to he  
She is the root connection and  
She is connecting with me  
  
Here I go and I don't know why  
I spin so ceaselessly  
Could it be he's taking over me  
  
I'm dancing barefoot  
Headed for a spin  
Some strange music drags me in  
It makes me come up like some heroine  
  
She is sublimation  
She is the essence of thee  
She is concentrating on  
He who is chosen by she  
  
Here I go when I don't know why  
I spin so ceaselessly  
Could it be he's taking over me  
  
I'm dancing barefoot  
Headed for a spin  
Some strange strange music drags me in  
It makes me come up like some heroine  
  
She is recreation  
She intoxicated by thee  
She has the slow sensation that  
He is levitating with she  
  
Here I go when I don't know why  
I spin so ceaselessly  
'Til I lose my sense of gravity  
  
I'm dancing barefoot  
Heading for a spin  
Some strange music drives me on  
Makes me come up like some heroine  
  
Oh God I feel for you  
Oh God I feel for you  
Oh God I feel for you  
Oh God I feel for you

",U2
"Angel, everything's gonna be alright  
Angel, everything's gonna work out tonight  
Thirteen years old, sweet as rose  
Every petal of her wafer thin  
Love will make you mine  
Creep up from behind  
Get you jumping out of your skin  
Angel, it's sink or swim  
  
Deep in the heart  
Deep in the heart of this place  
Deep in the heart  
Deep in the heart of this place  
  
Door is closed behind me now  
The Window is sealed to shut out the light  
Green as the leaves  
And the cure of the meadow stain  
Do your work, it'll work out right  
  
Deep in the heart  
Deep in the heart of this place  
Deep in the heart  
Deep in the heart of this place  
  
The scent of cedar, I can still see her  
You can't return to the place you never left  
Angel, we'll make it work out tonight  
Angel, I wanna be home tonight  
  
Door is closed behind me now  
The window is sealed, they shut out the light  
Green as the leaves  
And the cure of the meadow stain  
I do my work, and you'll work out right  
  
Deep in the heart  
Deep in the heart of this place  
Deep in the heart  
Deep in the heart of this place

",U2
"Yeah, lover I'm off the streets  
Gonna go where the bright lights  
And the big city meet  
With a red guitar, on fire  
Desire  
  
She's the candle  
Burning in my room  
I'm like the needle  
Needle and spoon  
Over the counter  
With a shotgun  
Pretty soon, everybody got one  
And the fever when I'm beside her  
Desire, Desire  
  
(Burning, Burning)  
  
She's the dollars  
She's my protection  
She's the promise  
In the year of election  
Sister, I can't let you go  
I'm like a preacher  
Stealing hearts at a traveling show  
For the love or money, money...?  
Desire...

",U2
"I don't know you  
And you don't know the half of it  
I had a starring role  
I was the bad guy who walked out  
They said be careful where you aim  
'Cause where you aim you just might hit  
You can hold onto something so tight  
You've already lost it  
  
Dragging me down  
That's not the way it used to be  
You can't even remember  
What I'm trying to forget  
  
It was a dirty day  
Dirty day  
  
You're looking for explanations  
I don't even understand  
If you need someone to blame  
Throw a rock in the air  
You'll hit someone guilty  
  
From father to son  
In one life has begun  
A work that's never done  
Father to son  
  
And love...it won't last kissin' time  
And love...it won't last kissin' time  
And love...it won't last kissin' time  
  
Get it right  
There's no blood thicker than ink  
Hear what I say  
Nothing's simple as you think  
  
Wake up  
Some things you can't get around  
I'm in you  
More so when they put me in the ground  
  
These days, days, days run away like horses over the hill  
These days, days, days run away like horses over the hill...

",U2
"You can reach  
But you can't grab it  
You can hold it, control it  
No, you can't bag it  
  
You can push  
But you can't direct it  
Circulate, regulate, oh no  
You cannot connect it  
  
You know you're chewing bubblegum  
You know what that is  
But you still want some  
You just can't get enough  
Of that lovie dovie stuff  
  
You get confused  
But you know it  
Yeah, you hurt for it, work for it, love  
You don't always show it  
  
Let's go  
Let's go  
Let's go  
Discotheque  
  
Let's go  
Let's go  
Discotheque  
  
You're looking for the one  
But you know you're somewhere else instead  
You want to be the song  
Be the song that you hear in your head  
  
Love...Love...  
Love...Love...  
Love...  
  
It's not a trick  
'Cause you can't learn it  
It's the way you don't pay, that's okay  
'Cause you can't earn it  
  
You know you're chewing bubblegum  
You know what that is  
But you still want some  
You just can't get enough  
Of that lovie dovie stuff  
  
Let's go  
Let's go  
Discotheque  
  
Go go  
Go go  
Discotheque  
  
You're looking for the one  
But you know you're somewhere else instead  
You want to be the song  
Be the song that you hear in your head  
  
Love...  
(You want heaven in your heart)  
(Heaven in your heart)  
(The sun, the moon, and the stars)  
  
But you take what you can get  
'Cause it's all that you can find  
But you know there's something more  
Tonight, tonight, tonight  
  
Ha...ha...  
Ha...ha...  
Ha...ha...  
Ha...  
  
(Boom Cha) (Boom Cha) Discotheque  
(I can't get, I can't, not enough)  
(Boom Cha) (Boom Cha) Discotheque  
(I can't get, I can't, not enough)  
(Boom Cha) (Boom Cha) Discotheque  
(I can't get, I can't, not enough)  
(Boom Cha) (Boom Cha) Discotheque  
(I can't get, I can't, not enough)  
(Boom Cha) (Boom Cha) Discotheque  
(Boom Cha) (Boom Cha) Discotheque

",U2
"Take these hands they're good for nothing  
You know these hands never worked a day  
Take these boots they're going nowhere  
You know these boots don't want to stray  
  
You got my head filled with songs  
You got my shoelaces undone  
Take my shirt, go on take it off me  
You can tear it up  
If you can tie me down  
  
Do you feel loved  
Do you feel loved  
Do you feel loved  
Do you feel loved  
  
Take the colors of my imagination  
Take the scent hanging in the air  
Take this tangle of a conversation  
And turn it into your own prayer  
  
With my fingers as you want them  
With my nails under your hide  
With my teeth at your back  
And my tongue to tell you the sweetest lies  
  
Do you feel loved  
Do you feel loved  
Do you feel loved  
And it looks like the sun  
But it feels like the rain  
  
Love's a bully pushing and shoving  
In the belly of a woman  
Heavy rhythm taking over  
To stick together  
A man and a woman  
Stick together  
Man and woman  
Stick together...  
  
And I feel loved  
Do you feel loved  
Do you feel loved  
And it looks like the sun  
But it feels like the rain  
And there's heat in the sun  
To see us through the rain  
  
Do you feel loved  
Do you feel loved  
Do you feel...  
Do you feel...

",U2
"I can't hold you baby  
I been thinking  
I can't hold you  
Another sign above  
  
Doctor, doctor  
Tell me what to do  
I got heartbreak in my pocket  
I got sunlight next to you  
  
Doctor, doctor  
Will the difference be adjourned  
Could I help 'em only standing  
Could I be the one to do  
  
Doctor, doctor  
What ? ? ? you  
I been round by the river land  
Where the sun burns burns bold and  
All he ever [track ""skips""] next to you  
  
[music fades out, then back in]  
  
Any wanna gonna man of wanna buy a taking you down  
I was thinking of you  
Round about wanna gonna say  
  
Any other bonna down a on ya all the time that you wanted  
I was all in the grave...i was down the ground  
  
Put another [gets cut off]  

",U2
"Take my hand  
You know I'll be there  
If you can  
I'll cross the sky for your love  
For I have promised  
Oh, to be with you tonight  
And for the time that will come  
  
Take my hand  
You know I'll be there  
If you can  
I'll cross the sky for your love  
And I understand  
These winds and tides  
This change of times  
Won't drag you away  
Hold on, and hold on tightly  
Hold on, and don't let go  
Of my love  
  
The storms will pass (the storm will pass)  
It won't be long now (it won't be long now)  
His love will last  
His love will last...forever  
  
Take my hand  
You know I'll be there  
If you can  
I'll cross the sky for your love  
Give you what I hold dear  
  
Hold on, hold on tightly  
Hold on, hold on tightly  
Rise up, rise up  
With wings like eagles  
You run, you run  
You run and not grow weary  
  
(take my hand, take my hand)  
Hold on, and hold on tightly  
Hold on, hold on tightly  
To this love...last forever  
To this love...last forever  
  
Take my hand  
Take my hand...

",U2
"High, higher than the sun  
You shoot me from a gun  
I need you to elevate me here,  
At the corner of your lips  
As the orbit of your hips  
Eclipse, you elevate my soul  
  
I've lost all self-control  
Been living like a mole  
Now going down, excavation  
I and I in the sky  
You make me feel like I can fly  
So high, elevation  
  
A star lit up like a cigar  
Strung out like a guitar  
Maybe you could educate my mind  
Explain all these controls  
I can't sing but I've got soul  
The goal is elevation  
  
A mole, living in a hole  
Digging up my soul  
Going down, excavation  
I and I in the sky  
You make me feel like I can fly  
So high, elevation  
  
Love, lift me up out of these blues  
Won't you tell me something true  
I believe in you  
  
A mole, living in a hole  
Digging up my soul  
Going down, excavation  
I and I in the sky  
You make me feel like I can fly  
So high, elevation  
Elevation  
Elevation  
Elevation  
Elevation  
Elevation  
Elevation

",U2
"The future needs a big kiss  
Winds blow with a twist  
Never seen a moon like this  
Can you see it too?  
  
Night is falling everywhere  
Rockets hit the fun-fair  
Satan loves a bomb scare  
But he won't scare you  
  
Hey! Sexy boots  
Get on your boots yeah!  
  
Free me from a dark dream  
Candy floss, ice cream  
All the kids are screaming but the ghosts aren't real  
Here's what we gotta be  
Love and community  
Laughter is eternity if joy is real  
  
You don't know how beautiful  
You don't know how beautiful you are  
You don't know  
You don't get it do you?  
You don't know how beautiful you are  
  
If some have stuff to blow it up  
Well, we are into growing up  
Women are the future  
All the big revelations  
I got a submarine  
You've got gasoline  
I don't wanna talk about wars between nations  
Not right now  
  
Sexy boots  
No! no no no  
Get on your boots yeah!  
Not right now!  
Foxy boots  
  
You don't know how beautiful  
You don't know how beautiful  
You are  
You don't know  
You don't get it do you?  
You don't know how beautiful you are  
  
Sexy boots  
I don't wanna talk about wars between the nations  
Sexy Boots yeah!  
  
Let me in the sound  
Let me in the sound  
Let me in the sound sound  
Let me in the sound sound  
Let me in the sound  
Let me in the sound  
Let me in the sound now  
Oh God I'm going down  
I don't wanna drown now  
Meet me in the sound  
  
Let me in the sound  
Let me in the sound  
Let me in the sound sound  
Let me in the sound sound  
Meet me in the sound  
  
Get on your boots  
Get on your boots  
Get on your boots  
Yeah hey hey!  
Get on your boots  
Yeah hey hey!  
Get on your boots  
Yeah hey hey!  
Get on your boots  
Yeah hey hey!

",U2
"You gotta feel so guilty  
Got so much for so little  
Then you find that feeling just won't go away  
You're holding on to every thing so tightly  
Till there's nothing left for you anyway  
Goodbye  
You can keep this suit of lights  
I'll be up with the sun  
And not coming down  
I'm not coming down  
I'm not coming down  
  
You wanted to get somewhere so badly  
You had to lose yourself along the way  
You change a name but that's okay  
It's necessary  
And what you leave behind  
You don't miss anyway  
  
Goodbye  
You can keep this suit of lights  
I'll be up with the sun  
And not coming down  
I'm not coming down  
I'm not coming down  
  
And I'm already gone  
Felt that way all along  
Closer to you every day  
I didn't want it that much anyway  
  
You're taking steps that make you feel dizzy  
Then you get to like the way it feels  
You hurt yourself you hurt your lover  
Then you discover  
What you thought was freedom is just greed  
  
Goodbye  
No emotional  
Goodnight  
We'll be up with the sun  
Are you still holding on  
I'm not coming down  
I'm not coming down  
I'm not coming down

",U2
"I see you're dressed to kill  
I know I can't wait until  
Hallelujah, here she comes  
  
I see you're dressed in black  
I guess I'm not coming back  
Hallelujah, here she comes  
  
Born and raised  
On the wrong side of town  
You get so high  
That you can't come down  
(Yeah)  
  
I see the road is rough  
You know I'm not giving up  
Hallelujah, here she comes  
  
I know where the lady goes  
I know she got a ring on her toes  
Hallelujah, here she comes  
  
Born and raised  
On the wrong side of town  
You get so high  
That you can't come down  
  
I'm going higher, higher, higher  
Higher, higher, higher  
Higher, higher, higher  
Higher, higher, higher  
I'm gonna be there  
When that light's gonna shine  
I'm gonna be there  
When her heart kindles next to mine  
I'm gonna be  
Here she comes  
Yeah here she comes  
  
I see you're dressed to kill  
I know I can't wait until  
Hallelujah, here she comes  
  
I see you're dressed in black  
I guess I'm not coming back  
Hallelujah, here she comes  
  
Born and raised  
In the wrong side of town  
You get so high  
You can't come down  
  
I'm gonna be there  
Higher, higher, higher  
Gonna get higher, higher, higher  
Gonna get higher, higher, higher  
Higher, higher, higher  
  
I'm gonna be there  
When that light's gonna shine  
I'm gonna be there  
When that light's gonna shine  
  
Hallelujah, here she comes  
Here she comes

",U2
"I will follow  
  
I was on the outside when you said  
You said you needed me  
I was looking at myself  
I was blind, I could not see  
  
A boy tries hard to be a man  
His mother takes him by his hand  
If he stops to think he starts to cry  
Oh why  
  
If you walk away, walk away  
I walk away, walk away, I will follow  
  
If you walk away, walk away  
I walk away, walk away, I will follow  
  
I was on the inside  
When they pulled the four walls down  
I was looking through the window  
I was lost, I am found  
  
walk away, walk away  
I walk away, walk away, I will follow  
If you walk away, walk away,  
I walk away, walk away, I will follow  
I will follow  
  
Your eyes make a circle  
I see you when I go in there  
Your eyes, your eyes  
  
If you walk away, walk away  
I walk away, walk away, I will follow  
  
If you walk away, walk away  
I walk away, walk away, I will follow  
  
I will follow  
I will follow

",U2
"Nobody else here baby  
No one here to blame  
No one to point the finger  
It's just you and me and the rain  
It's the blind leading the blond  
It's the stuff, it's the stuff of country songs  
If God will send his angels  
And if God will send a sign  
And if God will send his visions  
Would everything be alright  
God has got his phone off the hook, babe  
Would he even pick up if he could  
It's been a while since we saw that child  
Hanging 'round this neighborhood  
You see his mother dealing in a doorway  
See Father Christmas with a begging bowl  
Jesus sister's eyes are a blister  
The High Street never looked so low  
It's the blind, leading the blond  
It's the cops collecting for the cons  
If God will send his angels  
And if God will send a sign  
And if God will send his visions  
Where do we go  
Where do we go  
Jesus never let me down  
You know Jesus used to show me the score  
Then they put Jesus in show business  
Now it's hard to get in the door  
It's the stuff, it's the stuff of country songs  
But I guess it was something to go on  
So where is the hope and where is the faith  
And the love...what's that you say to me  
Does love...light up your Christmas Tree  
The next minute your blowing a fuse  
And the cartoon network turns into the news  
If God will send his angels  
I sure could use them here right now  
Well if God would send his angels  
Where do we go  
I don't need to lie  
I don't need to know  
And I don't want to promise  
And I don't want to lie  
I just want to feel the song

",U2
"Tonight the moon is playing tricks again  
Feeling sea sick again  
An the world could just dissolve  
Into a glass of water  
I've been good 'cause I know you don't want me to  
Do you really want me to be as blue as you  
It's her daylight that gets me through  
  
We've been here before  
Last time you scratched at my door  
The moon was naked and cold  
I was like a two year old  
Who just wanted more  
If you wear that velvet dress  
If you wear that velvet dress  
  
Tonight the moon has drawn its curtains  
It's a private show no one else going to know  
I'm waiting  
  
Sunlight  
Sunlight fills my room  
It's sharp and it's clear  
But nothing at all like the moon  
  
It's okay  
The struggle for things not to say  
I never listened to you anyway  
And I got my own hands to pray  
  
If you wear that velvet dress  
If you wear that velvet dress  
  
Tonight the moon is a mirror ball  
Light flickers from across the hall  
Who'll catch the star when it falls  
  
If you wear that velvet dress  
If you wear that velvet dress

",U2
"She's a rainbow and she loves the peaceful life  
Knows I'll go crazy if I don't go crazy tonight  
  
There's a part of me in chaos that's quiet  
And there's a part of you that wants me to riot  
Everybody needs to cry or needs to spit  
Every sweet-tooth needs just a little hit  
Every beauty needs to go out with an idiot  
How can you stand next to the truth and not see it?  
Change of heart comes slow  
  
It's not a hill it's a mountain  
As you start out the climb  
Do you believe me or are you doubting?  
We're gonna make it all the way to the light  
But I know I'll go crazy if I don't go crazy tonight  
  
Every generation gets a chance to change the world  
Pity the nation that won't listen to your boys and girls  
Is the sweetest melody the one we haven't heard?  
Is it true that perfect love drives out all fear?  
The right to be ridiculous is something I hold dear  
But change of heart comes slow  
  
It's not a hill it's a mountain  
As you start out the climb  
You see for me I've been shouting  
But we're gonna make it all the way to the light  
But I know I'll go crazy if I don't go crazy tonight  
  
Baby, baby, baby, I know I'm not alone  
Baby, baby, baby, I know I'm not alone  
Ha, ha, ha  
  
It's not a hill it's a mountain  
You see for me I've been shouting  
Let's shout until the darkness, squeeze out sparks of light  
You know we'll go crazy  
You know we'll go crazy  
You know we'll go crazy, if we don't go crazy tonight

",U2
"It's a beautiful day today, everything is going my way  
Even the words do what I say, oh babe, got to get away  
To be impossible, isn't that difficult  
In the city you're invisible, when you come from a small town  
Everything is all right, everything is all right  
I'm not your baby, please  
A tourist in a traffic jam, baby sham and handy cam  
I'm not your mother, you're not my man, I'm not your baby  
Don't treat me like I'm a trick, I won't treat you like you're a prick  
Don't need no doctor, I'm not ill, I'm not your baby  
Everything is all right, everything is all right  
I'm not your baby, please  
Cut out the poetry, lets hit the main artery  
No time for a tourniquet, the colors all run out of me  
You brought me all kinds of goods, now my heart is so full up it hurts  
It's heavy as a shopping bag, it's full of things I should give back  
Everything is all right, everything is all right  
I'm not your baby, please  
I'm not your baby  
I'm not your baby  
Don't want you to cover me, smother me or mother me  
I like to feel this incomplete, I'm not your baby  
Everything is all right, everything is all right  
I'm not your baby, please  
Not dizzy, just busy, didn't drink nothing fizzy  
No pills to feel easy, don't know what got into me  
Daylight's a kind of robbery, the night is your geography  
So you're not white, you're pink and rosy  
You could be right, but you're way above me  
Me, I'm in recovery, a star of pornography  
I'm a tourist, there's a lot to see  
You don't like the photographs of me  
So you've got a lot to say  
You don't sleep around, but sometimes you stray  
You don't believe, often times you pray  
For something, what is it babe  
Don't treat me like I'm a trick, I won't treat you like you're a prick  
Don't need no doctor, I'm not sick, I'm not your baby  
Everything is all right, everything is all right  
I'm not your baby, please  
I'm not your baby, I'm not your baby, I'm not your baby  
I'm not your baby, I'm not your baby, I'm not your baby  
I'm not your baby  

",U2
"In a little while  
Surely you'll be mine  
In a little while I'll be there  
  
In a little while  
This hurt will hurt no more  
I'll be home, love  
  
When the night takes a deep breath  
And the daylight has no air  
If I crawl, if I come crawling home  
Will you be there  
  
In a little while  
I won't (be) blown by every breeze  
Friday night running  
To Sunday on my knees  
  
That girl, that girl  
She's mine  
And I've know her since  
  
Since you were a little girl  
With Spanish eyes  
Oh, when I saw her  
In a pram they pushed her by  
  
My, how you've grown  
Well it's been  
It's been a little while  
  
Slow down my beating heart  
Man dreams one day to fly  
A man takes a rocket ship into the skies  
He lives on a star that's dying in the night  
And follows in the trail  
The scatter of light  
  
Turn it on  
Turn it on  
You turn me on  
  
Slow down my beating heart  
Slowly, slowly love  
Slow down my beating heart  
Slowly, slowly love  
Slow down my beating heart  
Slowly, slowly love

",U2
"In the ocean  
Cut, swim, deep the sky  
Like there, I don't know why  
In the forest, there's a clearing  
I run there towards the light  
Sky...  
It's a blue sky  
  
In the earth a hole dig deep, decide  
If I could, I would  
Up for air to swim against the tide  
Hey, hey, hey  
Up toward the sky  
It's a blue sky  
  
To lose along the way  
The spark that set the flame  
To flicker and to fade  
On this the longest day  
  
So wind blow through to my heart  
So wind blow through my soul  
So wind blow through to my heart  
So wind blow through my soul  
So wind blow through to my heart...  
  
You give yourself to this the longest day  
You give yourself, you give it all away  
Two rivers run too deep  
The seasons change and so do I  
The light that strikes the tallest trees  
Will light a way for I  
Will light a way  
Up toward the sky  
It's a blue sky  
  
To lose along the way  
The spark that set the flame  
To flicker and to fade  
On this the longest day  
  
So wind go through to my heart  
So wind blow through my soul  
So wind go through to my heart  
So wind blow through my soul  
So wind go through to my heart  
So wind blow through my soul  
So wind go through to my heart...  
  
You give yourself to this the longest day  
You give yourself, you give it all away

",U2
"She feels the earth is giving way  
But she thinks we're better off that way  
The more you take the less you feel  
The less you know the more you believe  
The more you have the more it takes today  
You gotta give it away  
You gotta give it away  
You gotta give it away  
She doesn't care what it's worth  
She's living like it's the last night on earth  
The last night on earth  
  
She's not waiting on a savior to come  
She's at a bus stop with the News of the World  
And the  
Sun  
Sun here it comes  
She's not waiting for anyone  
  
You gotta give it away  
You gotta give it away  
You gotta give it away  
She knows just what it's worth  
She's living like it's the last night on earth  
The last night on earth  
  
Slipping away  
Slip slide  
The world turns and we get dizzy  
Slipping away  
  
She's living next week now  
You know she's going to pay you back somehow  
The future is so predictable  
The past is too uncomfortable  
  
You gotta give it away  
You gotta give it away  
You gotta give it away  
She already knows it hurts  
She's living like it's the last night on earth  
The last night on earth  
Last night on earth  
Last night on earth

",U2
"See through in the sunlight  
She wore lemon  
But never in the daylight  
She's gonna make you cry  
She's gonna make you whisper and moan  
And when you're dry  
She draws her water from the stone  
  
And I feel  
Like I'm slowly, slowly, slowly slipping under  
And I feel  
Like I'm holding onto nothing  
  
She wore lemon  
To color in the cold grey night  
She had heaven  
And she held on so tight  
  
A man makes a picture  
A moving picture  
Through the light projected  
He can see himself up close  
A man captures color  
A man likes to stare  
He turns his money into light to look for her  
  
And I feel  
Like I'm drifting, drifting, drifting from the shore  
And I feel  
Like I'm swimming out to her  
  
Midnight is where the day begins  
Midnight is where the day begins  
Midnight is where the day begins  
  
Lemon  
See through in the sunlight  
  
A man builds a city  
With banks and cathedrals  
A man melts the sand so he can  
See the world outside  
Her there  
A man makes a car  
Destination  
And builds roads to run them on  
A man dreams of leaving  
But he always stays behind  
  
And these are the days  
When our work has come asunder  
And these are the days  
When we look for something other  
  
Midnight is where the day begins  
Midnight is where the day begins  
Midnight is where the day begins  
Midnight is where the day begins  
Midnight is where the day begins  
  
Midnight is where the day begins  
Midnight is where the day begins  
Midnight is where the day begins  
Midnight is where the day begins  
Midnight is where the day begins  
  
A man makes a picture  
A moving picture  
Through the light projected  
He can see himself up close  
Her there  
A man captures color  
Destination  
A man likes to stare  
There  
He turns his money into light  
To look for her  
She is the dreamer  
She's imagination  
Through the light projected  
He can see himself up close

",U2
"Love rescue me  
Come forth and speak to me  
Raise me up and don't let me fall  
No man is my enemy  
My own hands imprison me  
Love rescue me  
  
Many strangers have I met  
On the road to my regret  
Many lost who seek to find themselves in me  
They ask me to reveal  
The very thoughts they would conceal  
Love rescue me  
  
And the sun in the sky  
Makes a shadow of you and I  
Stretching out as the sun sinks in the sea  
I'm here without a name  
In the palace of my shame  
Said, love rescue me  
  
In the cold mirror of a glass  
I see my reflection pass  
See the dark shades of what I used to be  
See the purple of her eyes  
The scarlet of my lies  
Love rescue me  
  
Yea, though I walk  
In the valley of shadow  
Yea, I will fear no evil  
I have cursed thy rod and staff  
They no longer comfort me  
Love rescue me  
Sha la la...sha la la la  
Sha la la la...ha la la...  
Sha la la la...sha la la la  
Sha la la la...sha la la  
Sha la la la...sha la la la  
Sha la la...  
I said love, love rescue me  
  
I said love  
Climb up the mountains, said love  
I said love, oh my love  
On the hill of the son  
I'm on the eve of a storm  
And my word you must believe in  
Oh, I said love, rescue me  
Oh yeah, oh yeah, oh yeah...  
  
Yeah I'm here without a name  
In the palace of my shame  
I said love rescue me  
  
I've conquered my past  
The future is here at last  
I stand at the entrance  
To a new world I can see  
The ruins to the right of me  
Will soon have lost sight of me  
Love rescue me

",U2
"Magnificent  
Magnificent  
  
I was born  
I was born to be with you  
In this space and time  
After that and ever after I haven't had a clue  
Only to break rhyme  
This foolishness can leave a heart black and blue  
  
Only love, only love can leave such a mark  
But only love, only love can heal such a scar  
  
I was born  
I was born to sing for you  
I didn't have a choice but to lift you up  
And sing whatever song you wanted me to  
I give you back my voice  
From the womb my first cry, it was a joyful noise  
  
Only love, only love can leave such a mark  
But only love, only love can heal such a scar  
  
Justified till we die, you and I will magnify  
The Magnificent  
Magnificent  
  
Only love, only love can leave such a mark  
But only love, only love unites our hearts  
  
Justified till we die, you and I will magnify  
The Magnificent  
Magnificent  
Magnificent

",U2
"Lookin' for to save my save my soul  
Lookin' in the places where no flowers grow  
Lookin' for to fill that God shaped hole  
Mother  
Mother sucking rock and roll  
  
Holy dunc spacejunk comin' in for the splash  
White dopes on punk staring into the flash  
Lookin' for baby Jesus under the trash  
  
Mother  
Mother sucking rock and roll  
Mother  
Mother sucking rock and rock and rock and roll  
Mother  
Mother  
  
Mother am I still your son  
You know I've waited for so long to hear you say so  
Mother you left and made me someone  
Now I'm still a child  
But no one tells me no  
  
Lookin' for a sound that's gonna drown out the world  
Lookin' for the father of my two little girls  
Got the swing got the sway got my straw in lemonade  
Still looking for the face I had before the world was made  
  
Mother  
Mother sucking rock and roll  
Bubble poppin' sugar droppin' rock and roll  
Mother  
Mother  
Mother  
Mother  
Mother  
Mother  
  
Soothe me mother  
Rule me father  
Move me brother  
Woo me sister  
Rule me father  
Soothe me mother  
Show me mother  
Show me mother  
Show me mother  
Show me mother

",U2
"Johnny take a walk  
With your sister the moon  
Let her pale light in  
To fill up your room  
You've been living underground  
Eating from a can  
You've been running away  
From what you don't understand  
Love  
  
She's slippy  
You're sliding down  
She'll be there  
When you hit the ground  
  
It's alright, it's alright, it's alright  
She moves in mysterious ways  
It's alright, it's alright, it's alright  
She moves in mysterious ways  
  
Johnny take a dive  
With your sister in the rain  
Let her talk about the things  
You can't explain  
To touch is to heal  
To hurt is to steal  
If you want to kiss the sky  
Better learn how to kneel (on your knees boy!)  
  
She's the wave  
She turns the tide  
She sees the man inside the child, yeah  
  
It's alright, it's alright, it's alright  
She moves in mysterious ways  
It's alright, it's alright, it's alright  
She moves in mysterious ways  
It's alright, it's alright, it's alright  
Lift my days, light up my nights  
  
One day you'll look back  
And when you see  
Where you were held  
How by this love  
While you could stand there  
You could move on this moment  
Follow this feeling  
  
It's alright, it's alright, it's alright  
She moves in mysterious ways  
It's alright, it's alright, it's alright  
She moves in mysterious ways  
Ah oh oh ah huh  
Move, move, move, move  
She moves with it  
She moves me like  
Lift my days and light up my nights  
Love

",U2
"Yeah  
All is quiet on New Year's Day  
A world in white gets underway  
I want to be with you  
Be with you, night and day  
Nothing changes on New Year's Day  
On New Year's Day  
  
I will be with you again  
I will be with you again  
  
Under a blood red sky  
A crowd has gathered in black and white  
Arms entwined, the chosen few  
The newspapers says, says  
Say it's true, it's true  
And we can break through  
Though torn in two  
We can be one  
  
I, I will begin again  
I, I will begin again  
  
Oh, oh  
  
Oh, oh  
Oh, oh  
Oh, oh  
  
Oh, oh  
Oh, oh  
Oh, oh  
  
Ah, maybe the time is right  
Oh, maybe tonight  
  
I will be with you again  
I will be with you again  
  
And so we're told this is the golden age  
And gold is the reason for the wars we wage  
Though I want to be with you  
Be with you night and day  
Nothing changes  
On New Year's Day  
On New Year's Day  
On New Year's Day

",U2
